Category;Technology;Available;Brand;Model;isOnlineOrder;isSoldByInstalments;Color;Price;Country;Size;Serial
32;ЖК;false;Finlux;32FLYR125BM;true;true;pink;16654;Непал;small;xyzwgiz
32;ЖК;true;Finlux;32FLYR168C;false;true;orange;26821;Синт-Эстатиус;very small;gl
32;ЖК;false;Finlux;32FLYR274S;false;true;orange;11497;Ирак;very big;lb
32;ЖК;true;Finlux;32FLZ189S;true;false;blue;29170;Катар;medium;iaup
55;ЖК;false;Finlux;55FLHMR250BHCD;false;false;white;20787;Антигуа и Барбуда;medium;q
32;ЖК;false;Forensis;LB32C614;true;true;blue;44196;ОАЭ;medium;ffbylyd
55;ЖК;false;Forensis;LB55C714;true;false;yellow;40165;Сенегал;medium;oxwpz
32;ЖК;true;Forensis;LS32S614;true;false;red;41897;Иран;very big;pkskqr
24;ЖК;false;Forensis;UB24G9000;true;true;orange;32175;Галмудуг;big;r
32;ЖК;true;Forensis;UB32G9000;true;true;green;27682;Доминика;very small;latf
55;ЖК;true;Forensis;UB55S914;true;true;purple;52777;Танзания;very small;s
32;ЖК;false;Forensis;UC32G5000;true;true;orange;16906;Азербайджан;medium;zq
32;ЖК;true;Forensis;UC32G7000;true;true;yellow;20817;Саудовская Аравия;small;ymghhnz
32;ЖК;false;Fujitsu;JETSON J32-3;false;true;black;19524;Ангола;small;ezvk
32;ЖК;false;Fujitsu;Myrica SE32;false;false;pink;34516;Гернси;big;ypkuyg
32;ЖК;true;Fujitsu;Myrica V32-1;true;true;purple;34892;Сингапур;big;mmfgld
55;Плазменая панель;true;Fujitsu;P55XHA30;true;false;pink;9905;Британские Виргинские острова;very big;ljrnps
55;Плазменая панель;false;Fujitsu;P55XHA40;true;true;yellow;30045;Португалия;big;bvyc
55;Плазменая панель;true;Fujitsu;P55XTS40;true;true;green;43267;Румыния;very small;ws
55;Плазменая панель;false;Fujitsu;P55XTS51;false;false;brawn;40814;Доминиканская Республика;very big;b
24;ЖК;false;Funai;24FEV5725;true;true;orange;30066;Гвиана;small;d
24;ЖК;true;Funai;24FL553P/10;true;false;orange;35462;Государство Палестина;small;ojjxan
24;ЖК;true;Funai;24FL553P/10N;false;true;pink;33564;Фолклендские острова;medium;wm
32;ЖК;false;Funai;32FDB5514;true;true;yellow;15927;Гана;small;uopibsf
32;ЖК;false;Funai;32FDB5555;true;true;black;38136;Панама;big;xjqjm
32;ЖК;true;Funai;32FDB5714;true;false;orange;38232;Белоруссия;very small;lsjd
32;ЖК;false;Funai;32FDB5755;false;false;yellow;51174;Мозамбик;very big;sxajpp
32;ЖК;true;Funai;32FDI5514;false;false;purple;42121;Республика Корея;very big;op
32;ЖК;false;Funai;32FDI5555;true;true;blue;27441;Никарагуа;medium;zf
32;ЖК;true;Funai;32FDI5755;false;false;brawn;41693;Нагорно-Карабахская Республика;very big;uxefqoju
32;ЖК;false;Funai;32FDV5714;false;false;yellow;46110;Сент-Китс и Невис;big;rs
32;ЖК;true;Funai;32FDV5755;true;false;red;41079;Гондурас;big;mlfr
32;ЖК;true;Funai;32FEB5714;false;true;pink;9849;Французские Южные и Антарктические территории;very small;w
32;ЖК;true;Funai;32FL532;true;true;brawn;19057;Каймановы острова;small;xkxau
32;ЖК;false;Funai;32FL552;true;false;orange;27845;Боливия;very big;v
32;ЖК;false;Funai;32FL553/10;true;true;blue;27533;Республика Косово;medium;ugc
32;ЖК;true;Funai;32FL553/10N;true;false;black;21657;Ангола;very small;pax
32;ЖК;true;Funai;32FL553P/10;false;false;white;40668;Греция;big;rxcyzr
32;ЖК;true;Funai;32FL553P/10N;true;false;blue;54435;Соломоновы Острова;medium;rffnj
55;ЖК;false;Funai;55FEI7745;true;false;brawn;18803;Турецкая Республика Северного Кипра;small;ee
24;ЖК;true;Funai;LED24-H9001M;true;true;brawn;10446;Антигуа и Барбуда;big;bawkrggn
24;ЖК;false;Funai;LED24-H9223M;false;true;pink;36701;Малави;big;bvmewn
24;ЖК;true;Funai;LED24-H9323M;false;true;blue;21578;Афганистан;medium;mruxp
32;ЖК;false;Funai;LED32-H9000M;false;true;pink;49764;Нагорно-Карабахская Республика;big;ew
32;ЖК;false;Funai;LED32-H9223M;false;false;white;19393;Шпицберген;very small;gui
32;ЖК;true;Funai;LED32-H9323M;true;true;white;43434;Республика Корея;big;yuqip
32;ЖК;true;Funai;LH7-M32BB;false;true;purple;12190;Чили;medium;azmi
32;ЖК;false;Funai;LH850-M32;true;false;orange;53579;Израиль;big;ffootp
32;ЖК;false;Funai;LT7-M32BB;true;true;red;33320;Китай;very small;rpwcngs
32;ЖК;true;Funai;LT850-M32;false;false;green;30818;Бразилия;big;zai
24;ЖК;false;Fusion;FLTV-24C10;true;true;orange;26940;Китайская Республика;very big;adksu
24;ЖК;true;Fusion;FLTV-24C11;true;true;brawn;53879;Белиз;very small;iavqvpnr
24;ЖК;false;Fusion;FLTV-24H11;false;false;blue;48633;Того;very big;awpxmr
24;ЖК;false;Fusion;FLTV-24K11;true;true;orange;29258;Великобритания;very small;dtuysiw
24;ЖК;false;Fusion;FLTV-24L31B;false;true;yellow;36842;Тувалу;very small;aasinqjn
24;ЖК;false;Fusion;FLTV-24L32;true;false;purple;31674;Сент-Китс и Невис;small;whn
24;ЖК;true;Fusion;FLTV-24LF12B;true;false;green;48874;Иран;very small;c
24;ЖК;true;Fusion;FLTV-24LF31B;true;false;black;25363;Антигуа и Барбуда;very small;ko
24;ЖК;false;Fusion;FLTV-24T20;true;false;white;45682;Сенегал;medium;y
24;ЖК;true;Fusion;FLTV-24T21;true;false;purple;30905;Малави;very small;gagdw
24;ЖК;true;Fusion;FLTV-24T22;false;false;pink;10062;Камерун;very big;z
24;ЖК;false;Fusion;FLTV-24T23;false;false;purple;9026;Япония;small;ra
24;ЖК;false;Fusion;FLTV-24T25;false;false;purple;16689;Британская территория в Индийском океане;small;qhlmemi
24;ЖК;false;Fusion;FLTV-24T26;true;true;pink;10015;Россия;small;htjnsa
24;ЖК;true;Fusion;FLTV-24T9;true;true;black;12780;Шпицберген;big;zx
24;ЖК;false;Fusion;FLTV-24W7;true;false;black;16093;Остров Мэн;very big;jdruw
24;ЖК;true;Fusion;FLTV-24W9D;true;false;blue;43675;Тринидад и Тобаго;very big;nhnndgy
32;ЖК;true;Fusion;FLTV-3218B;false;true;yellow;28722;Мьянма;medium;m
32;ЖК;false;Fusion;FLTV-32A100T;false;true;white;20966;Индия;very small;ibzbckl
32;ЖК;false;Fusion;FLTV-32B100;false;false;blue;39971;Иордания;very big;wvjwu
32;ЖК;true;Fusion;FLTV-32B100T;true;true;purple;42466;Северная Македония;very big;xvdyl
32;ЖК;false;Fusion;FLTV-32C10;false;false;brawn;17712;Эстония;small;ajmz
32;ЖК;true;Fusion;FLTV-32C100;true;true;brawn;25468;Сирия;very big;zsd
32;ЖК;false;Fusion;FLTV-32C100T;false;true;pink;51063;Вьетнам;very small;lnfhzylx
32;ЖК;true;Fusion;FLTV-32C11;false;true;green;26315;Туркмения;very big;gvpkp
32;ЖК;true;Fusion;FLTV-32C110T;false;false;green;30387;Панама;very big;spuabz
32;ЖК;true;Fusion;FLTV-32C12;true;true;red;14175;Коморские Острова;big;xgulgde
32;ЖК;true;Fusion;FLTV-32F18;false;true;red;47168;Республика Корея;small;s
32;ЖК;false;Fusion;FLTV-32H10;true;false;yellow;34554;Ватикан;very small;pdlzi
32;ЖК;true;Fusion;FLTV-32H100;false;true;blue;42469;Мозамбик;very small;wqehtins
32;ЖК;true;Fusion;FLTV-32H110T;false;false;brawn;48125;Папуа - Новая Гвинея;big;mxx
32;ЖК;true;Fusion;FLTV-32H17;true;true;red;20958;Камерун;medium;vipavi
32;ЖК;true;Fusion;FLTV-32H20B;false;true;purple;19900;Маврикий;small;jznv
32;ЖК;false;Fusion;FLTV-32K11;false;false;red;48408;Ватикан;small;ubtbl
32;ЖК;false;Fusion;FLTV-32K120T;false;true;pink;11129;Сеута;very big;ujsmjsd
32;ЖК;false;Fusion;FLTV-32K62;false;true;black;15015;Уругвай;very big;flh
32;ЖК;true;Fusion;FLTV-32L18B;false;true;green;50960;Белиз;medium;bserrzgh
32;ЖК;true;Fusion;FLTV-32L22B;false;true;white;14148;Сальвадор;small;rocnmsoo
32;ЖК;false;Fusion;FLTV-32L24B;true;true;yellow;41450;Кюрасао;very big;znpfz
32;ЖК;false;Fusion;FLTV-32L28B;true;true;black;54345;Макао;very big;tnvnlio
32;ЖК;true;Fusion;FLTV-32L32;true;true;orange;39609;Гана;very big;jet
32;ЖК;false;Fusion;FLTV-32L40B;true;false;orange;47611;Исландия;very small;zwohqv
32;ЖК;false;Fusion;FLTV-32L41B;false;false;yellow;53298;Джерси;very small;zfajkxw
32;ЖК;true;Fusion;FLTV-32L42B;false;false;orange;45155;Канарские острова;very big;i
32;ЖК;false;Fusion;FLTV-32LF11;false;true;brawn;45697;Британская территория в Индийском океане;big;mzikfyxj
32;ЖК;false;Fusion;FLTV-32LF15;false;true;yellow;27264;Сербия;small;rsvugzqg
32;ЖК;false;Fusion;FLTV-32T100T;true;false;white;9797;Греция;small;xwa
32;ЖК;false;Fusion;FLTV-32T20;false;true;purple;32422;Кения;medium;wfflfkra
32;ЖК;false;Fusion;FLTV-32T21;false;false;black;10023;Кипр;very small;fon
32;ЖК;false;Fusion;FLTV-32T22;true;false;yellow;43826;ЮАР;small;bfhqvcq
32;ЖК;false;Fusion;FLTV-32T23;false;false;white;29397;Литва;very big;ejdyh
32;ЖК;true;Fusion;FLTV-32T24;false;false;purple;34744;Новая Зеландия;small;drnjyty
32;ЖК;true;Fusion;FLTV-32T25;false;true;white;43756;Синт-Мартен;small;ggnm
32;ЖК;false;Fusion;FLTV-32T26;false;false;blue;48876;Бутан;medium;xafmw
32;ЖК;false;Fusion;FLTV-32W4;true;true;pink;25765;Гернси;very big;fjzceni
32;ЖК;false;Fusion;FLTV-32W5;true;false;brawn;49678;Ниуэ;small;ptqgziw
32;ЖК;false;Fusion;FLTV-40LF28B;true;false;pink;45794;Канада;very big;okndxqko
24;ЖК;false;Fusion;FLTV-D24H11;false;true;purple;17414;ЮАР;big;xq
32;ЖК;true;Fusion;FLTV-D32LF15;true;true;pink;51289;Киргизия;medium;yt
24;ЖК;true;GALATEC;LE-2400;false;true;yellow;52243;Того;very big;gc
24;ЖК;false;GALATEC;LE-2416;true;true;yellow;44835;Кипр;small;mvwoz
32;ЖК;true;GALATEC;LE-3228;false;false;blue;51179;Черногория;very big;ri
32;ЖК;false;GALATEC;LE-32AO;false;false;white;41492;Мавритания;medium;twtjvejk
24;ЖК;true;GALATEC;TVS-2203EL;false;true;brawn;30264;Сомали;very small;pzqmyh
24;ЖК;false;GALATEC;TVS-2401EL;false;true;pink;47505;Афганистан;very small;iljye
24;ЖК;true;GALATEC;TVS-2402EL;true;true;green;36495;Сирия;small;jnqipt
24;ЖК;true;GALATEC;TVS-2403EL;true;true;brawn;49297;Антигуа и Барбуда;big;vky
32;ЖК;false;GALATEC;TVS-3201EL;true;false;brawn;53663;Сенегал;medium;nfymvg
32;ЖК;true;GALATEC;TVS-3202EL;false;true;black;49656;США;small;rmvn
32;ЖК;false;GALATEC;TVS-S3201EL;true;true;green;51360;Шри-Ланка;big;qrmqyemg
32;ЖК;true;GALATEC;TVS-S3202EL;true;false;orange;14695;Азербайджан;small;cfkmk
24;ЖК;true;General;24GLED30;false;true;yellow;10765;Тринидад и Тобаго;very big;xbqtl
32;ЖК;true;General;32GL28;false;true;black;34405;Хорватия;medium;avg
32;ЖК;true;General;32GLED30;false;false;white;39975;Судан;small;cvudgo
32;ЖК;false;General;32LC01;false;true;brawn;26332;Мелилья;small;cqut
32;ЖК;true;General;32LC02;true;true;orange;41025;Аргентина;small;ivj
32;ЖК;true;GoGEN;TVF 32366;true;false;green;22335;ОАЭ;very big;akaxx
32;ЖК;false;GoGEN;TVF 32A325;false;true;brawn;38481;Голанские высоты;big;obgyxkcp
32;ЖК;true;GoGEN;TVF 32E425;true;false;yellow;13019;Токелау;very small;jv
32;ЖК;false;GoGEN;TVF 32N525T;true;true;red;41788;Новая Каледония;medium;jkugmn
24;ЖК;true;GoGEN;TVH 24266;true;false;green;39541;Бурунди;medium;puphae
24;ЖК;false;GoGEN;TVH 24284;true;true;purple;25092;Джерси;big;tiu
24;ЖК;false;GoGEN;TVH 24384;false;true;brawn;45406;Южный Судан;big;szla
24;ЖК;true;GoGEN;TVH 24E384;false;false;red;27154;Испания;medium;kidf
24;ЖК;true;GoGEN;TVH 24E550;true;false;red;51719;Малави;big;sog
24;ЖК;true;GoGEN;TVH 24N266T;false;true;yellow;22205;Азорские острова;big;mppavtq
24;ЖК;false;GoGEN;TVH 24N366STC;false;true;orange;23839;Италия;big;bbatwsgb
24;ЖК;true;GoGEN;TVH 24N540;true;true;green;14005;Черногория;very small;xe
32;ЖК;false;GoGEN;TVH 32164;false;false;blue;31920;Майотта;very small;bkfleh
32;ЖК;true;GoGEN;TVH 32A225;false;false;orange;22946;Нидерланды;medium;kkwylei
32;ЖК;true;GoGEN;TVH 32A284;false;false;pink;17610;Сомалиленд;very big;jdsi
32;ЖК;true;GoGEN;TVH 32E384;false;true;purple;31923;Бахрейн;very small;jbryhjgo
32;ЖК;false;GoGEN;TVH 32N360 STWEB;true;true;black;28592;Пуэрто-Рико;big;qnwrqwnv
32;ЖК;false;GoGEN;TVH 32N384;false;false;black;50246;Гренландия;big;lkmu
32;ЖК;false;GoGEN;TVH 32N540 STWEBW;false;true;white;37416;Кабо-Верде;small;qg
32;ЖК;true;GoGEN;TVH 32R360 STWEB;false;true;black;14463;Литва;small;yuibfq
55;ЖК;false;GoGEN;TVU 55K304;true;true;brawn;52815;Белиз;very big;x
55;ЖК;false;GoGEN;TVU 55S298 STWEB;true;false;red;11846;Французская Полинезия;very small;pvcvgc
24;ЖК;false;GoldStar;LT-24A300F;true;false;brawn;24447;Мартиника;very big;vlxpp
24;ЖК;true;GoldStar;LT-24A310F;false;false;black;13670;Швеция;very small;erbfqg
24;ЖК;false;GoldStar;LT-24A310R;false;false;brawn;31057;ЮАР;medium;obldqhni
24;ЖК;false;GoldStar;LT-24T300F;false;false;brawn;13193;Вануату;very small;zqqp
24;ЖК;false;GoldStar;LT-24T300R;true;true;brawn;29993;Острова Питкэрн;very big;i
24;ЖК;true;GoldStar;LT-24T405R;false;false;white;35609;Бруней;big;pxpyqks
24;ЖК;false;GoldStar;LT-24T407R;true;true;pink;51342;Венесуэла;medium;aidhtzc
24;ЖК;false;GoldStar;LT-24T409R;true;false;red;33644;Гондурас;small;uffx
24;ЖК;true;GoldStar;LT-24T450R;false;true;purple;37110;Россия;small;hscdvnx
24;ЖК;true;GoldStar;LT-24T500R;false;true;pink;17035;Исландия;small;gl
32;ЖК;true;GoldStar;LT-32A320R;true;true;red;14488;Тонга;small;tzcp
32;ЖК;true;GoldStar;LT-32A340R;true;true;purple;17680;Сенегал;very big;juo
32;ЖК;true;GoldStar;LT-32T350R;false;true;orange;43442;ЮАР;big;dlnhbnt
32;ЖК;false;GoldStar;LT-32T405R;false;false;orange;42019;Тонга;very big;hq
32;ЖК;false;GoldStar;LT-32T407R;false;false;green;26577;Белоруссия;very small;ahh
32;ЖК;true;GoldStar;LT-32T409R;true;true;brawn;30609;Кирибати;medium;dtry
32;ЖК;false;GoldStar;LT-32T440R;false;false;red;49094;Чад;medium;ibtnoc
32;ЖК;true;GoldStar;LT-32T450R;true;true;blue;27043;Барбадос;very small;pxm
32;ЖК;true;GoldStar;LT-32T460R;false;true;blue;28907;Антарктида;very big;wfz
32;ЖК;false;GoldStar;LT-32T500R;false;false;red;19817;Мальтийский орден;medium;ry
32;ЖК;false;GoldStar;LT-32T510R;true;true;purple;19565;Сен-Бартелеми;big;xuywwp
55;ЖК;true;GoldStar;LT-55T440F;false;false;green;41153;Германия;very small;qgmei
55;ЖК;true;GoldStar;LT-55T450F;false;false;black;41773;Гамбия;very small;n
55;ЖК;false;GoldStar;LT-55T500U;true;false;brawn;40326;Ливан;very big;mav
32;ЖК;false;Grundig;26VLC9142 C;false;true;green;10283;Венесуэла;medium;cki
32;ЖК;true;Grundig;32 GBG 6500B;true;false;orange;30620;Мадейра;big;w
32;ЖК;true;Grundig;32 LXW 82-8600 DL;false;true;pink;18634;Кувейт;very small;p
32;ЖК;true;Grundig;32GFB6820;true;true;orange;45090;Фарерские острова;small;cuhffxjm
32;ЖК;true;Grundig;32GFS6820;false;true;orange;43531;Мальдивские Острова;medium;ziszmue
32;ЖК;true;Grundig;32GFT6820;true;true;yellow;13884;Сен-Бартелеми;medium;qocj
32;ЖК;false;Grundig;32GFW6820;false;true;white;52427;Гвинея;big;ai
32;ЖК;true;Grundig;32GHB5700;false;true;white;39850;Непал;medium;zhvaey
32;ЖК;false;Grundig;32GLX3000T;true;false;purple;19746;Перу;medium;kzb
32;ЖК;false;Grundig;32GLX3102C;false;true;purple;19467;Ливия;very small;hzmedr
32;ЖК;true;Grundig;32VLC7121C;false;true;purple;54131;Коста-Рика;big;chcvhgd
32;ЖК;true;Grundig;32VLC9142 C;false;false;black;54207;Джерси;small;vdny
32;ЖК;false;Grundig;32VLE4041 C;false;true;black;34791;Французская Полинезия;big;qvirfk
32;ЖК;true;Grundig;32VLE4140C;true;false;yellow;23173;Синт-Эстатиус;very big;s
32;ЖК;false;Grundig;32VLE4302BF;true;true;yellow;46555;Ангилья;medium;bf
32;ЖК;true;Grundig;32VLE4304BG;false;false;red;40015;Белоруссия;very big;dyihw
32;ЖК;false;Grundig;32VLE4322BF;false;true;green;38935;Суринам;very small;m
32;ЖК;true;Grundig;32VLE4324BG;false;true;blue;17718;Белоруссия;very small;upvdzg
32;ЖК;false;Grundig;32VLE4500;true;false;orange;41305;Ангилья;very big;zjicitom
32;ЖК;true;Grundig;32VLE5322BG;true;false;red;10001;Азорские острова;medium;pqc
32;ЖК;false;Grundig;32VLE5324BG;true;true;green;27869;Лаос;very small;pnmvs
32;ЖК;true;Grundig;32VLE5401BG;true;true;blue;32574;Ниуэ;very small;svkrmbjw
32;ЖК;true;Grundig;32VLE6041 C;false;true;green;41922;Киргизия;very small;h
32;ЖК;true;Grundig;32VLE6142C;false;false;purple;37113;Непал;very big;embaj
32;ЖК;true;Grundig;32VLE6300 BF/WF;false;false;yellow;43862;Гвинея;very big;rltjmvxp
32;ЖК;false;Grundig;32VLE630BR;true;true;yellow;38572;Гвиана;medium;q
32;ЖК;false;Grundig;32VLE7041 C;true;true;purple;32393;Соломоновы Острова;small;do
32;ЖК;true;Grundig;32VLE7230BR;false;false;red;43981;Сен-Пьер и Микелон;small;utjcpzcm
32;ЖК;false;Grundig;32VLE7230WR;true;true;red;14927;Бразилия;big;c
32;ЖК;false;Grundig;32VLE7321 BL/WL;false;true;blue;46049;Вазиристан;small;otqzeznu
32;ЖК;false;Grundig;32VLE7321BH;true;false;yellow;32306;Луганская Народная Республика;small;phageh
32;ЖК;true;Grundig;32VLE7421BL;true;false;pink;19251;Гвинея-Бисау;very small;rvnx
32;ЖК;false;Grundig;32VLE7424WL;true;true;orange;31558;Пунтленд;very big;a
32;ЖК;false;Grundig;32VLE9230BR;false;true;black;11756;Джибути;big;wzzlqsre
32;ЖК;true;Grundig;32VLE9270BR;true;true;purple;51847;Китай;very big;vpj
32;ЖК;true;Grundig;32VLE9272CL;false;false;orange;52139;Буркина-Фасо;very small;a
55;ЖК;false;Grundig;55FLE9270BR;false;false;purple;45884;Перу;medium;saxqezca
55;ЖК;true;Grundig;55FLE9270SR;false;true;purple;30353;Сен-Бартелеми;very big;zfwyxi
55;ЖК;false;Grundig;55FLX9490SL;false;false;yellow;40325;Шпицберген;small;bcdp
55;ЖК;true;Grundig;55VLE8470;false;true;purple;16942;Кот-д'Ивуар;very small;bp
55;ЖК;false;Grundig;55VLE9270BR;true;false;pink;53118;Саба;very small;oeg
55;ЖК;false;Grundig;55VLE9272CL;false;false;pink;14958;Приднестровская Молдавская Республика;small;vscnn
55;ЖК;false;Grundig;55VLE9372 SL/BL/WL;false;true;brawn;47151;Бермудские острова;big;mjbzirur
55;ЖК;false;Grundig;55VLE9381SL;false;true;yellow;27265;Фолклендские острова;medium;ir
55;ЖК;true;Grundig;55VLE9474 BL/SL/WL;true;false;pink;32800;Коста-Рика;medium;chmdmi
55;ЖК;true;Grundig;55VLE9480 BL/SL;true;false;pink;11156;Мальтийский орден;very small;fuk
55;ЖК;false;Grundig;55VLE9481SL;true;false;black;12339;Лихтенштейн;medium;z
55;ЖК;true;Grundig;55VLE983 BH/WH;true;false;yellow;23710;Кипр;very small;czaip
55;ЖК;true;Grundig;55VLE984BL;false;false;orange;42508;Гренландия;very small;zmrn
55;ЖК;true;Grundig;55VLE988BL;true;true;white;49354;Индия;medium;bbl
55;ЖК;false;Grundig;55VLX8481;true;true;yellow;52900;Федеративные Штаты Микронезии;small;qjxbth
32;ЭЛТ;true;Grundig;82 MFW 82-530/9 DPL;true;false;yellow;16949;Таиланд;very small;b
32;ЖК;false;Grundig;Amira 32 LW 82-7505 BS;true;true;yellow;46581;Финляндия;very small;u
32;ЖК;true;Grundig;Amira 32 LXW 82-7510 Top;true;false;brawn;26012;Пакистан;very small;b
32;ЭЛТ;false;Grundig;Arcance 82 Flat MFW 82-2410/7 Dolby;true;true;red;20708;Папуа - Новая Гвинея;small;opplkie
32;ЭЛТ;true;Grundig;ARGANTO MFW 82-530/9 DVD;true;false;orange;28401;Ливия;very small;n
32;ЭЛТ;true;Grundig;ARGANTO MW 82-515 MV/DOLBY;false;false;red;26401;Самоа;very small;dwcoczo
32;ЭЛТ;false;Grundig;Cinaro 82 Flat MFW 82-5410/7;false;true;pink;42122;Буркина-Фасо;big;yruvztr
32;ЭЛТ;true;Grundig;CINARO MFW 82-5210/8 Flat silver;false;true;blue;35259;Армения;very small;idilj
32;ЭЛТ;false;Grundig;Cinaro MFW 82-5310/8 Dolby;true;false;blue;41057;Маршалловы Острова;medium;jjkfw
32;ЭЛТ;true;Grundig;ELEGANCE 82 Flat MFW 82 - 3115 MV/Dolby;false;true;blue;42754;Швейцария;small;iikzh
32;ЭЛТ;true;Grundig;Elegance 82 Flat MFW 82-2510/8;true;false;blue;36205;Сент-Люсия;very small;tdtvc
32;ЭЛТ;false;Grundig;Elegance 82 Flat MFW 82-3110 MV/Dolby;false;true;pink;54176;Сан-Марино;medium;jmikuao
32;ЖК;true;Grundig;Fine Arts 32 S DL;true;false;blue;19726;Джибути;medium;iykdpmtw
55;ЖК;false;Grundig;Fine Arts 55 3D WEB;false;false;green;41721;Азания;small;sb
32;ЭЛТ;false;Grundig;FINE ARTS MFW 82-730/9 DVD;false;false;green;35386;Монтсеррат;very small;veqgkfv
32;ЭЛТ;false;Grundig;Fine Arts Vision 82-710/9;false;true;brawn;25943;Панама;very small;fcqlig
32;ЭЛТ;false;Grundig;Fine Arts Vision MFW 82-725/9 DVD;true;true;yellow;29186;Тонга;very big;lphwtmni
32;ЖК;false;Grundig;FineArts 32 LED S;true;false;red;34301;Сан-Марино;very small;vjvrm
32;ЖК;false;Grundig;FineArts 32FLE9130SH;false;true;green;20965;Азания;very big;crih
55;ЖК;false;Grundig;FineArts 55 LED S;false;true;white;13363;Азербайджан;very small;mqcdfj
55;ЖК;false;Grundig;FineArts 55FLE9170SH;false;true;red;36580;Андорра;medium;b
32;ЖК;false;Grundig;GR-32GBI1132;true;false;black;14762;Республика Косово;big;vcz
32;ЖК;true;Grundig;GR-32GBI5032;true;true;yellow;53717;Американское Самоа;big;zswt
32;ЖК;false;Grundig;GR-32GBJ5832;true;true;yellow;48217;Гватемала;medium;msbr
32;ЭЛТ;false;Grundig;Lenaro 82 MFW 82-6210/9 Dolby;true;true;brawn;28233;Республика Косово;very big;uyviteh
32;ЭЛТ;false;Grundig;Lenaro 82 MFW 82-6211/9 DVD;true;true;pink;42603;Либерия;very small;izvy
32;ЭЛТ;true;Grundig;MFW 82-490/9;false;false;purple;36935;Восточный Тимор;big;y
32;ЭЛТ;true;Grundig;MFW 82-710/9 Dpl/PIP;false;false;black;19081;Кения;very small;yibega
32;ЭЛТ;true;Grundig;MFW 82-710/9 DVD;true;false;black;43829;Гондурас;very small;jg
32;ЭЛТ;false;Grundig;MFW 82-720/9 DVD;false;false;pink;24721;Майотта;small;osv
32;ЭЛТ;true;Grundig;MW 82-510/8 DPL;false;true;white;11474;Кокосовые острова;medium;hwfjbfdb
32;ЭЛТ;false;Grundig;Rome Flat SE 8272/7 Dolby;true;true;purple;13742;Ватикан;very small;n
32;ЖК;false;Grundig;Vision 3 32-3821;true;true;orange;38709;Лаос;medium;jvoiulfr
32;ЖК;false;Grundig;Vision 3 32-3830 T;true;true;orange;20473;Мозамбик;very small;mw
32;ЖК;true;Grundig;Vision 3 32-3931T;true;true;black;17721;Мозамбик;small;viumtkn
32;ЖК;true;Grundig;Vision 32 LXW 82-9740;true;false;orange;42235;Камбоджа;medium;ovx
32;ЖК;true;Grundig;Vision 4 32-4831T;true;true;green;29830;Суринам;very big;w
32;ЖК;true;Grundig;Vision 4 32-4931T;true;true;black;47560;Мозамбик;big;evc
32;ЖК;false;Grundig;Vision 4 32VLE4000 C;false;true;yellow;15925;Венесуэла;very big;isobm
32;ЖК;true;Grundig;Vision 6 32-6820;false;false;brawn;9972;Нигер;big;j
32;ЖК;true;Grundig;Vision 6 32-6830T;false;false;orange;36647;Перу;very big;qfh
32;ЖК;true;Grundig;Vision 6 32-6840T MPEG4;false;true;red;11724;Колумбия;big;melwr
32;ЖК;true;Grundig;Vision 6 32-6932T ECO;true;true;green;46665;Мальтийский орден;very big;nyd
32;ЖК;true;Grundig;Vision 6 32-6951T;false;false;brawn;14140;Тувалу;very small;sl
32;ЖК;false;Grundig;Vision 7 32-7860;true;false;green;15302;Кипр;big;fn
32;ЖК;true;Grundig;Vision 7 32-7950T;true;true;white;43859;Панама;very big;lta
32;ЖК;true;Grundig;Vision 7 32VLE7040 C;true;true;brawn;49206;Папуа - Новая Гвинея;small;otidqycv
32;ЖК;false;Grundig;Vision 7 32VLE7130 BF;false;true;brawn;12702;Барбадос;small;yn
32;ЖК;true;Grundig;Vision 7 32VLE7131;true;false;green;34662;Бахрейн;very small;trmx
32;ЖК;false;Grundig;Vision 8 32VLE8040 C;false;true;green;31288;Аргентина;very big;qbpqnum
32;ЖК;false;Grundig;Vision 8 32VLE8041 S;false;false;white;34346;США;medium;cnzfnlt
32;ЖК;false;Grundig;Vision 8 32VLE8042 S;true;true;red;46431;Киргизия;very big;nvqftk
32;ЖК;false;Grundig;Vision 9 32-9970T/C;false;false;white;18733;Кокосовые острова;small;go
32;ЖК;false;Grundig;Vision ECO 32-6950T;true;false;purple;30628;Замбия;very small;xfpchmj
32;ЭЛТ;false;Grundig;Xedance 82 Flat MFW 82-3310/7 Dolby;false;true;purple;10073;Кения;medium;uj
32;ЭЛТ;true;Grundig;XENTIA MFW 82-430/9 Dolby;false;false;pink;35661;Мальдивские Острова;very small;jfarijdk
32;ЖК;false;Haier;L32V6-A;false;false;purple;40979;Мальтийский орден;very small;evfhox
24;ЖК;true;Haier;LE24B13800;true;true;brawn;45316;Филиппины;very small;s
24;ЖК;false;Haier;LE24B8000F;false;false;yellow;35952;Гуам;big;mhwzwpf
24;ЖК;false;Haier;LE24B8000T;false;true;brawn;14433;Сент-Китс и Невис;medium;sbfno
24;ЖК;false;Haier;LE24G610CF;false;true;blue;34971;Либерия;very small;qhanfm
24;ЖК;false;Haier;LE24M600F;false;true;pink;25255;Ангилья;big;nwp
24;ЖК;false;Haier;LE24M660F;false;true;pink;30508;Новая Каледония;very big;fjvv
32;ЖК;true;Haier;LE32B13200;true;true;purple;24027;Южная Осетия;small;jujr
